Name,Score,User Score,Genre Keywords,Rating,Publisher
Stranglehold,77,7.4," Action Shooter Third-Person Modern Shooter Modern Arcade ",M,Midway
Street Fighter Alpha 3,83,7.7," Action Fighting 2D ",T,Capcom
Street Fighter Alpha 3 MAX,80,8," Action Fighting 2D 2D Fighting ",T,Capcom
Street Fighter Alpha Anthology,79,8.1," Miscellaneous Compilation ",T,Capcom
Street Fighter Anniversary Collection,78,8.7," Miscellaneous Compilation ",T,Capcom
Street Fighter II Hyper Fighting,76,6.7," Action Fighting 2D 2D Fighting ",T,Capcom
Street Fighter III 3rd Strike,84,8.5," Action Fighting 2D ",T,Capcom
Street Fighter III Double Impact,84,8.2," Action Fighting 2D ",T,Capcom
Street Fighter III Third Strike Online Edition,86,7.2," Action Fighting 2D 2D Fighting ",T,Capcom
Street Fighter IV,91,7.9," Action Fighting 3D 2D 3D Fighting ",T,Capcom
Street Fighter V,77,3.6," Action Fighting 2D ",T,Capcom
Street Fighter X Tekken,79,6.4," Action Fighting 3D 2D 3D Fighting ",T,Capcom
Streets of Rage 2,76,8.6," Action Beat-'Em-Up 2D Beat-'Em-Up ",E,Sega
Stretchmo,83,7.7," Puzzle Action ",E,Nintendo
Strider,76,7.5," Action Adventure Fantasy General Fantasy ",E10+,Capcom
Strong Bads Cool Game for Attractive People Episode 1 Homestar Ruiner,76,7.9," Miscellaneous Adventure General Compilation ",T,Telltale Games
Strong Bads Cool Game for Attractive People Episode 2 Strong Badia the Free,82,7.9," Miscellaneous Adventure General Compilation ",E10+,Telltale Games
Strong Bads Cool Game for Attractive People Episode 3 Baddest of the Bands,79,7.4," Miscellaneous Adventure General Compilation ",E10+,Telltale Games
Strong Bads Cool Game for Attractive People Episode 4 Dangeresque 3 The Criminal Projective,81,8.6," Miscellaneous Adventure General Compilation ",E10+,Telltale Games
Strong Bads Cool Game for Attractive People Episode 5 8Bit Is Enough,82,7.5," Miscellaneous Adventure General Compilation ",E10+,Telltale Games
Stronghold,81,8.9," Strategy Real-Time Historic General Historic ",T,Gathering
Stronghold Crusader,78,8.9," Strategy Real-Time Historic General Historic ",T,Gathering
Stuntman,77,0," Driving Mission-based ",E,Atari
Stuntman Ignition,76,6.2," Driving Racing Mission-based Arcade Mission-based Automobile ",T,THQ
Style Savvy Fashion Forward,78,6.9," Simulation Virtual Career ",E,Nintendo
Suikoden II,82,8.4," Role-Playing Console-style RPG ",T,Konami
Suikoden III,86,7.7," Role-Playing Console-style RPG ",T,Konami
Suikoden Tierkreis,76,7.3," Role-Playing Console-style RPG Console-style RPG Japanese-Style ",E10+,Konami
Suikoden V,76,7.7," Role-Playing Console-style RPG ",T,Konami
Summon Night Swordcraft Story,77,8.1," Role-Playing Action RPG ",E10+,Atlus Co.
Summon Night Swordcraft Story 2,79,8.5," Role-Playing Action RPG ",T,Atlus Co.
Summoner,78,7.8," Role-Playing Action RPG Action RPG ",T,THQ
Summoner 2,76,8.4," Role-Playing Action RPG ",T,THQ
Sundered,74,7.6," Action Adventure General ",T,Thunder Lotus Games
Sunless Sea,81,7.6," Sci-Fi Action Adventure General ",NOT PROVIDED,Failbetter Games
Sunset Overdrive,81,7.8," General Action General ",M,Microsoft Game Studios
Super BustAMove,77,0," Miscellaneous Puzzle Matching ",E,Ubisoft
Super Cloudbuilt,78,5.6," Action Adventure General ",T,Double Eleven
Super Dodge Ball Advance,79,0," Sports Alternative Other ",E,Atlus Co.
Super Ghouls n Ghosts,78,7.3," Action Platformer 2D ",E,Capcom
Super Hydorah,82,0," Action Shooter Shoot-'Em-Up Horizontal ",E10+,Abylight
Super Little Acorns 3D Turbo,77,7," Action General General ",E,Pixel Toys
Super Mario 3D Land,90,8.4," Action Platformer 3D Platformer 3D ",E,Nintendo
Super Mario 3D World,93,9," Action Platformer 3D Platformer 3D ",E,Nintendo
Super Mario 64,94,9.2," Action Platformer 3D ",E,Nintendo
Super Mario 64 DS,85,8.3," Action Platformer 3D Platformer 3D ",E,Nintendo
Super Mario Advance,84,7.8," Action Platformer 2D ",E,Nintendo
Super Mario Advance 4 Super Mario Bros 3,94,9.1," Action Platformer 2D ",E,Nintendo
Super Mario Galaxy,97,9," Action Platformer 3D Platformer 3D ",E,Nintendo
Super Mario Galaxy 2,97,9.1," Action Platformer Platformer 3D 3D ",E,Nintendo
Super Mario Maker,88,8.8," Action Platformer 2D ",E,Nintendo
Super Mario Odyssey,97,8.9," Action Platformer 3D ",E10+,Nintendo
Super Mario Strikers,76,8.6," Sports Traditional Soccer Arcade ",E,Nintendo
Super Mario Sunshine,92,8.7," Action Platformer 3D ",E,Nintendo
Super Mario World Super Mario Advance 2,92,9," Action Platformer 2D ",E,Nintendo
Super Meat Boy,85,6.9," Action Platformer 2D ",T,Team Meat
Super Mega Baseball,85,7.3," Traditional Sports Team Baseball Arcade ",E,Metalhead Software
Super Mega Baseball Extra Innings,80,7.1," Sports Team Baseball Arcade ",E,Metalhead Software
Super Monkey Ball,87,8," Miscellaneous Party ",E,Sega
Super Monkey Ball 2,87,8.4," Miscellaneous Party ",E,Sega
Super Monkey Ball Deluxe,78,7.9," Miscellaneous Party ",E,Sega
Super Monkey Ball Jr,82,8.5," Miscellaneous Puzzle General ",E,THQ
Super Paper Mario,85,7.9," Action Platformer 3D Platformer 3D ",E,Nintendo
Super Princess Peach,75,7.9," Action Platformer 2D Platformer 2D ",E,Nintendo
Super Puzzle Fighter II,83,7.6," Miscellaneous Puzzle Matching ",E,Capcom
Super Puzzle Fighter II Turbo,83,7.8," Miscellaneous Puzzle Matching ",E,Capcom
Super Puzzle Fighter II Turbo HD Remix,82,7.4," Miscellaneous Puzzle Matching Puzzle Puzzle Matching ",E,Capcom
Super Robot Taisen Original Generation 2,82,8.1," Strategy Turn-Based Sci-Fi ",T,Atlus Co.
Super Rude Bear Resurrection,78,2.8," Action Platformer 2D ",T,Alex Rose
Super Scribblenauts,81,8.2," Miscellaneous Puzzle Action Puzzle General Puzzle General ",E10+,Warner Bros. Interactive Entertainment
Super Smash Bros,79,8.8," Action Fighting 3D ",E,Nintendo
Super Smash Bros Brawl,93,8.9," Action Fighting 3D 2D 3D Fighting ",T,Nintendo
Super Smash Bros for Nintendo 3DS,85,8.6," Fighting 3D 2D Action Fighting 2D 3D ",E10+,Nintendo
Super Smash Bros for Wii U,92,9," Action Fighting Fighting 3D 2D 2D 3D ",E10+,Nintendo
Super Smash Bros Melee,92,9.1," Action Fighting 3D ",T,Nintendo
Super Stardust Delta,82,8," General Action Shooter Shooter Static Static Shoot-'Em-Up Top-Down ",E,SCEA Sony Interactive Entertainment
Super Stardust HD,85,8.4," Action General Shooter Static Shooter Static Shoot-'Em-Up Top-Down ",E,SCEA
Super Street Fighter II Turbo HD Remix,88,8.4," Action Fighting 2D 2D Fighting ",T,Capcom Microsoft
Super Street Fighter II Turbo Revival,84,7.6," Action Fighting 2D ",T,Capcom
Super Street Fighter IV,92,7.8," Action Fighting 3D 2D 3D Fighting ",T,Capcom
Super Street Fighter IV 3D Edition,85,8," Action Fighting 3D 2D 3D Fighting ",T,Capcom
Super Street Fighter IV Arcade Edition,80,7.2," Action Fighting 3D 2D 2D 3D Fighting ",T,Capcom
Super Time Force,80,6.5," Action Platformer Shooter 2D Scrolling Shoot-'Em-Up Vertical ",T,Capybara Games Capy Games
Super Time Force Ultra,80,6.5," Action Platformer Shooter 2D Scrolling Shoot-'Em-Up Vertical ",NOT PROVIDED,Capy Games
Super Ultra Dead Rising 3 Arcade Remix Hyper Edition EX Plus Alpha,75,6," Action Action Adventure General ",M,Capcom
SUPERBEAT XONiC,81,7.4," Action Rhythm Music ",T,PM Studios Inc. Atlus
Superbike 2001,88,6.6," Simulation Driving Racing Motorcycle Street Street Automobile ",E,EA Sports
Superbrothers Sword & Sworcery EP,83,6.4," Adventure General General ",NOT PROVIDED,Superbrothers
SUPERHOT,82,7.5," Modern Action Shooter First-Person Tactical ",T,SUPERHOT
SUPERHOT VR,85,6.5," Action Shooter First-Person Tactical ",T,SUPERHOT
SuperHyperCube,74,5.9," General Puzzle ",E,Polytron Corp.
Supreme Commander,86,8.3," Strategy Real-Time Sci-Fi Sci-Fi General Command ",E10+,THQ
Supreme Commander 2,77,6.2," Strategy Real-Time Sci-Fi Sci-Fi General Command ",E10+,Square Enix
Supreme Commander Forged Alliance,81,8.9," Strategy Real-Time Sci-Fi Sci-Fi General Command ",E10+,THQ
Surge Deluxe,77,7," Miscellaneous Puzzle Action ",E,FuturLab
SWAT 3 Elite Edition,81,8.4," Action Shooter Shooter First-Person Tactical Modern ",M,Sierra Entertainment
SWAT 4,85,8.6," Action Shooter First-Person Modern Shooter Arcade ",M,Sierra Entertainment
SWAT 4 The Stetchkov Syndicate,80,8.3," Action Shooter First-Person Modern Shooter Arcade ",M,Sierra Entertainment
Swing Away Golf,78,0," Sports Traditional Golf Arcade ",E,Electronic Arts
Switchball,78,7.9," Action Miscellaneous Puzzle General General Puzzle ",E,Sierra Online
Sword of the Stars Born of Blood,79,8.1," Strategy Turn-Based Sci-Fi Sci-Fi General ",E10+,Lighthouse Interactive
Swords & Soldiers,81,6.4," Strategy General General ",E10+,Ronimo Games
Swords & Soldiers HD,78,6.3," Strategy General ",T,Two Tribes
Swords & Soldiers II,75,8.3," Strategy General ",T,Ronimo Games
Syberia,82,8.5," Adventure Fantasy Third-Person Fantasy 3D ",T,The Adventure Company
Syberia II,80,8.4," Adventure Fantasy Third-Person Fantasy 3D ",T,The Adventure Company
Symphony,75,7.8," Miscellaneous General General ",NOT PROVIDED,Empty Clip Studios
Syndicate,75,6.5," Action General Shooter First-Person Sci-Fi General Shooter Arcade ",M,Electronic Arts
Syphon Filter,90,8.7," Action Shooter Third-Person Modern ",T,989 Studios
Syphon Filter Dark Mirror,87,8.9," Action Shooter Third-Person Tactical Modern Shooter Modern ",M,SCEA
Syphon Filter Logans Shadow,85,8.8," Action Shooter Third-Person Modern Shooter Modern Arcade ",T,SCEA
System Shock 2,92,9.1," Action Adventure Sci-Fi Sci-Fi Survival ",M,Looking Glass Studios
System Shock Enhanced Edition,85,8.2," Action Adventure General ",NOT PROVIDED,Origin Night Dive Studios
Table Top Racing World Tour,75,0," Racing Arcade Automobile ",E,Playrise Digital
Tabula Rasa,78,8," Role-Playing Massively Multiplayer Online Sci-Fi Massively Multiplayer ",T,NCSOFT
Tacoma,76,5.8," Adventure General ",NOT PROVIDED,The Fullbright Company Fullbright
Tactics Ogre Let Us Cling Together,87,8.8," Strategy Turn-Based Fantasy Fantasy Tactics ",T,Square Enix
Tactics Ogre The Knight of Lodis,88,9.1," Strategy Turn-Based Fantasy ",E,Atlus Co.
Taiko Drum Master,77,8.1," Miscellaneous Rhythm Music ",E,Namco
Taito Legends,75,0," Miscellaneous Compilation Compilation ",T,Taito Corporation
Tak 2 The Staff of Dreams,75,8.7," Action Platformer 3D ",E,THQ
Tak and the Power of Juju,79,8.3," Action Platformer 3D ",E,THQ
Tales From Space About a Blob,76,7.7," Action Platformer 2D Platformer 2D ",E,DrinkBox Studios
Tales From Space Mutant Blobs Attack,86,8.3," Action Platformer 2D Platformer 2D ",E10+,DrinkBox Studios
Tales from the Borderlands A Telltale Game Series,86,8.1," Adventure General ",M,Take-Two Interactive Telltale Games
Tales From The Borderlands Episode 1  Zer0 Sum,80,8," Miscellaneous General Adventure General ",M,Telltale Games
Tales From The Borderlands Episode 2  Atlas Mugged,78,8.7," Adventure General ",M,Telltale Games
Tales From The Borderlands Episode 3  Catch A Ride,81,8.4," Adventure General ",M,Telltale Games
Tales From The Borderlands Episode 4  Escape Plan Bravo,78,8.1," Adventure General ",M,Telltale Games
Tales From The Borderlands Episode 5  The Vault of the Traveler,86,8.7," Adventure General ",NOT PROVIDED,Telltale Games
Tales of Berseria,80,7.9," Japanese-Style Role-Playing Action RPG ",T,Bandai Namco Games
Tales of Destiny II,78,8.4," Role-Playing Console-style RPG ",T,Namco
Tales of Graces f,77,8.2," Role-Playing Console-style RPG Action RPG Console-style RPG Japanese-Style ",T,Namco Bandai Games
Tales of Hearts R,76,8.2," Role-Playing Action RPG Console-style RPG Japanese-Style ",T,Bandai Namco Games
Tales of Monkey Island Chapter 1 Launch of the Screaming Narwhal,79,8.4," Adventure General Fantasy Third-Person Fantasy 3D ",E10+,Telltale Games
Tales of Monkey Island Chapter 2 The Siege of Spinner Cay,77,7.5," Adventure General 3D Fantasy Third-Person Fantasy ",E10+,Telltale Games
Tales of Monkey Island Chapter 3 Lair of the Leviathan,82,7.9," Adventure General Fantasy Third-Person Fantasy 3D ",E10+,Telltale Games
Tales of Monkey Island Chapter 4 The Trial and Execution of Guybrush Threepwood,80,8.4," Adventure General 3D Fantasy Third-Person Fantasy ",E10+,Telltale Games
Tales of Monkey Island Chapter 5 Rise of the Pirate God,81,8.4," Adventure General 3D Fantasy Third-Person Fantasy ",E10+,Telltale Games
Tales of Phantasia,76,7.9," Role-Playing Console-style RPG ",E10+,Nintendo
Tales of Symphonia,86,8.5," Role-Playing Console-style RPG ",T,Namco
Tales of Symphonia Chronicles,77,8.5," Compilation Miscellaneous Compilation ",T,Namco Bandai Games
Tales of the Abyss,78,8.4," Role-Playing Console-style RPG ",T,Namco Bandai Games America
Tales of Vesperia,79,8.3," Role-Playing Console-style RPG Action RPG Console-style RPG Japanese-Style ",T,Namco Bandai Games America Namco Bandai Games
Tales of Xillia,78,8.2," Role-Playing Console-style RPG Action RPG Console-style RPG Japanese-Style ",T,Namco Bandai Games
Tappingo 2,77,7.4," Miscellaneous Puzzle General ",E,Goodbye Galaxy Games
Tatsunoko vs Capcom Ultimate AllStars,85,8.6," Action Fighting 2D 2D Fighting ",T,Capcom
Team Fortress 2,92,9.1," Action Shooter First-Person Modern Tactical Shooter Modern ",M,Electronic Arts Valve Software
Tearaway,87,8.9," General Adventure General ",E,SCEA
Tearaway Unfolded,81,8," Action Adventure Adventure General Fantasy ",E,SCEA
Technobabylon,82,7.8," Adventure General Point-and-Click ",NOT PROVIDED,Wadjet Eye Games
Tekken 2,89,8.8," Action Fighting 3D ",T,Namco
Tekken 3,96,9.1," Action Fighting 3D ",T,Namco
Tekken 4,79,8.3," Action Fighting 3D ",T,Namco
Tekken 5,88,8.7," Action Fighting 3D ",T,Namco
Tekken 5 Dark Resurrection,82,7.7," Action Fighting 3D 3D Fighting ",T,Namco Bandai Games America Namco Bandai Games
Tekken 6,80,7," Action Fighting 3D 3D Fighting ",T,Namco Bandai Games America Namco Bandai Games
Tekken 7,82,7.7," Action Fighting 3D ",T,Bandai Namco Games
Tekken Advance,82,7.9," Action Fighting 3D ",T,Namco
Tekken Dark Resurrection,88,8.5," Action Fighting 3D 3D Fighting ",T,Namco Bandai Games America Namco Bandai Games
Tekken Tag Tournament,85,8.5," Action Fighting 3D ",T,Namco
Tekken Tag Tournament 2,82,8.3," Action Fighting 3D 3D Fighting ",T,Namco Bandai Games
Tekken Tag Tournament 2 Wii U Edition,83,7.9," Action Fighting 3D 3D Fighting ",T,Namco Bandai Games
Teleglitch Die More Edition,78,7," Action Shooter Shooter Third-Person Shoot-'Em-Up Sci-Fi Sci-Fi Top-Down ",NOT PROVIDED,Paradox Interactive
Tenchu 2 Birth of the Stealth Assassins,77,8.7," Action Adventure Fantasy ",M,Activision
Tenchu Stealth Assassins,87,8.8," Action Adventure Fantasy ",M,Activision
Tenchu Wrath of Heaven,79,8.5," Action Adventure Fantasy ",M,Activision
Tennis 2K2,90,8.2," Sports Traditional Tennis ",E,Sega
TERA,77,6.9," Role-Playing Massively Multiplayer Online Fantasy Fantasy Massively Multiplayer ",M,En Masse Entertainment
Terraria,81,7.9," Action Action Adventure Platformer Platformer Sandbox 2D 2D ",T,505 Games
Teslagrad,78,6.7," Action Platformer 2D ",E,Rain Games Soedesco
Test Drive Le Mans,93,7.7," Driving Racing GT / Street ",E,Infogrames
Test Drive Unlimited,79,8.1," Simulation Driving Racing GT / Street GT / Street Automobile ",T,Atari Atari SA
Test Drive VRally,86,8.7," Driving Racing Rally / Offroad ",E,Infogrames
Tethered,76,7.8," Action General ",E10+,Secret Sorcery Secret Sorcery Towers
Tetris,80,7.3," Miscellaneous Puzzle Stacking Puzzle Puzzle Stacking ",E,Electronic Arts
Tetris Axis,74,6.8," Miscellaneous Stacking Puzzle Puzzle Stacking ",E,Nintendo
Tetris DS,84,8.8," Miscellaneous Puzzle Stacking Puzzle Puzzle Stacking ",E,Nintendo
Tetris Party,86,8.6," Miscellaneous Puzzle Stacking Puzzle Puzzle Stacking ",E,Tetris Online Inc
Tetris Party Deluxe,76,0," Miscellaneous Puzzle Puzzle Puzzle Stacking Stacking ",E,Majesco Games Majesco
Tetrobot and Co,77,8.5," Puzzle Action ",E,Neko Entertainment
That Dragon Cancer,78,6.1," General Adventure General ",NOT PROVIDED,Numinous Games
The 2D Adventures of Rotating Octopus Character,81,0," Action Platformer 2D Platformer 2D ",E,Dakko Dakko
The Adventures of Cookie & Cream,78,7.3," Miscellaneous Puzzle General Puzzle ",E,Agetec Inc.
The Adventures of Shuggy,77,8.2," Miscellaneous Puzzle General General Puzzle Puzzle ",E,Valcon Games
The Age of Decadence,81,8," PC-style RPG Role-Playing Western-Style ",NOT PROVIDED,Iron Tower Studio
The Aquatic Adventure of the Last Human,76,6.8," Action Adventure General ",NOT PROVIDED,YCJY
The Banner Saga,76,7.8," Role-Playing General Strategy Turn-Based Tactics ",T,Versus Evil
The Banner Saga 2,78,7.9," Role-Playing General Strategy Turn-Based Tactics ",T,Versus Evil
The Bards Tale,76,7.9," Role-Playing Third-Person ",T,InXile Entertainment
The Beatles Rock Band,89,8.8," Action Miscellaneous Rhythm Music Music ",T,MTV Games
The Beginners Guide,76,7.5," Adventure General ",NOT PROVIDED,Davey Wreden Everything Unlimited Ltd.
The Bigs,77,7.2," Sports Traditional Baseball Arcade Arcade Team ",E,2K Sports
The Bigs 2,76,6.3," Sports Traditional Baseball Arcade Arcade Team ",E10+,2K Sports
The Binding of Isaac,84,8.4," Action Action Adventure Shooter Horror Horror Shooter Static Shoot-'Em-Up Top-Down ",NOT PROVIDED,Edmund McMillen
"The Binding of Isaac Afterbirth ",85,8," Action Shooter Shoot-'Em-Up Top-Down ",M,Nicalis
The Binding of Isaac Rebirth,86,8.3," Horror Horror Action Action Adventure Shooter Survival Shoot-'Em-Up Top-Down ",NOT PROVIDED,Nicalis
The Blackwell Epiphany,83,7.6," General General Adventure Point-and-Click ",NOT PROVIDED,Wadjet Eye Games
The Book of Unwritten Tales,82,8.2," Adventure General General ",T,The Adventure Company Lace Mamba Global
The Book of Unwritten Tales 2,80,7.6," Adventure General Point-and-Click ",T,Nordic Games Publishing
The Bridge,76,7.4," Miscellaneous Puzzle General Puzzle Logic General ",E,Midnight City
The Bug Butcher,81,8.2," Action Platformer 2D ",NOT PROVIDED,Awfully Nice Studios
The Cat Lady,81,8.8," Adventure General General ",NOT PROVIDED,Harvester Games
The Chronicles of Riddick Assault on Dark Athena,80,7.7," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,Atari Tigon Atari SA
The Chronicles of Riddick Escape From Butcher Bay,89,8.9," Action Shooter First-Person Sci-Fi ",M,VU Games
The Chronicles of Riddick Escape From Butcher Bay  Developers Cut,90,8.7," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,VU Games
The Club,76,6.8," Action Shooter Third-Person Modern Shooter Modern Arcade ",M,Sega
The Corporate Machine,80,7.5," Strategy General General Management Business / Tycoon ",E,Take-Two Interactive
The Count Lucanor,78,7.8," Action Adventure General ",NOT PROVIDED,Baroque Decay
The Curse of Monkey Island,89,9.1," Adventure General General Point-and-Click ",E,LucasArts
The Dark Eye Chains of Satinav,75,7.7," Adventure General General Point-and-Click ",NOT PROVIDED,Deep Silver Daedalic Entertainment
The Darkness,80,7.7," Action Shooter First-Person Modern Shooter Modern Arcade ",M,2K Games
The Darkness II,77,7.6," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,2K Games
The Darkside Detective,75,7.6," Adventure General ",NOT PROVIDED,Spooky Doorway
The Denpa Men 2 Beyond the Waves,76,6.3," Role-Playing General General ",E,Genius Sonority Inc.
The Denpa Men 3 The Rise of Digitoll,75,8.2," Role-Playing General ",E,Genius Sonority Inc.
The Denpa Men They Came By Wave,78,7.2," Role-Playing General General ",E,Genius Sonority Inc.
The Devil Inside,76,6.9," Adventure General General ",M,TalonSoft
The Dishwasher Dead Samurai,75,7.8," Action Beat-'Em-Up 2D Beat-'Em-Up ",M,Microsoft Game Studios
The Dishwasher Vampire Smile,81,8.2," Action Beat-'Em-Up 2D Beat-'Em-Up ",M,Microsoft Game Studios
The Disney Afternoon Collection,76,7.5," Miscellaneous Compilation ",E10+,Capcom
The Elder Scrolls III Bloodmoon,85,8.4," Role-Playing First-Person First-Person Western-Style ",T,Bethesda Softworks
The Elder Scrolls III Morrowind,89,8.9," Role-Playing First-Person First-Person Western-Style ",T,Bethesda Softworks
The Elder Scrolls III Morrowind Game of the Year Edition,88,8.7," Role-Playing First-Person ",T,Bethesda Softworks
The Elder Scrolls III Tribunal,80,8.3," Role-Playing First-Person First-Person Western-Style ",T,Bethesda Softworks
The Elder Scrolls IV  Knights of the Nine,86,7.5," Role-Playing First-Person First-Person Western-Style ",M,Bethesda Softworks
The Elder Scrolls IV Knights of the Nine,81,7.4," Role-Playing First-Person First-Person Western-Style ",M,Bethesda Softworks
The Elder Scrolls IV Oblivion,94,8.1," Role-Playing First-Person First-Person Western-Style ",M,2K Games
The Elder Scrolls IV Shivering Isles,86,8.4," Role-Playing First-Person First-Person Western-Style ",M,Bethesda Softworks
The Elder Scrolls Legends,80,6.3," Miscellaneous Board / Card Game ",NOT PROVIDED,Bethesda Softworks
The Elder Scrolls Online Morrowind,76,5.9," Role-Playing Massively Multiplayer ",M,Bethesda Softworks
The Elder Scrolls Online Tamriel Unlimited,77,8.4," Role-Playing First-Person First-Person Massively Multiplayer Online Fantasy Massively Multiplayer ",M,Bethesda Softworks
The Elder Scrolls V Skyrim,96,8.5," Role-Playing First-Person First-Person Western-Style ",M,Bethesda Softworks
The Elder Scrolls V Skyrim  Dragonborn,82,8.1," Role-Playing First-Person First-Person Western-Style ",M,Bethesda Softworks
The Elder Scrolls V Skyrim Special Edition,82,6.9," Role-Playing Western-Style ",M,Bethesda Softworks
The End Is Nigh,84,7.5," Action Platformer 2D ",NOT PROVIDED,"Edmund McMillen Tyler Glaiel "
The Escapists 2,76,6.6," Action General ",T,Team 17 Sold Out
The Evil Within,79,7.3," Horror Action Adventure Horror Survival ",M,Bethesda Softworks
The Evil Within 2,82,8.6," Action Adventure Survival ",M,Bethesda Softworks
The Evil Within The Assignment,80,8," Action Adventure Survival ",M,Bethesda Softworks
The Evil Within The Consequence,75,7.6," Action Adventure Survival ",NOT PROVIDED,Bethesda Softworks
The Eye of Judgment,75,8.2," Strategy Turn-Based Miscellaneous Card Battle Card Battle ",T,SCEA
The Fall,76,7.4," Action Action Adventure Sci-Fi General ",NOT PROVIDED,Over The Moon
The Final Station,76,7.3," Action Adventure General Linear ",NOT PROVIDED,tinyBuild
The Flame in the Flood,76,6.7," Action Adventure General ",T,The Molasses Flood
The Flame in the Flood Complete Edition,76,5.2," Action Adventure General ",T,Curve Digital The Molasses Flood
The Godfather,77,8.5," Action Adventure Historic ",M,Electronic Arts
The Godfather Blackhand Edition,77,8.5," Action Adventure Historic General Historic ",M,Electronic Arts
The Golf Club 2,76,6.5," Sports Individual Golf Arcade ",E,Maximum Games
The Gunstringer,77,8.1," Action Shooter Third-Person Fantasy Fantasy Shooter Rail ",T,Twisted Pixel Games
The House of the Dead Overkill,78,8.7," Action Shooter Light Gun Shooter Light Gun ",M,Sega
The House of the Dead Overkill  Extended Cut,75,7.5," Action Shooter Light Gun Shooter Light Gun ",M,Sega
The ICO & Shadow of the Colossus Collection,92,8.6," Miscellaneous Action Adventure Fantasy Compilation Compilation ",T,SCEA
The Incredible Adventures of Van Helsing Final Cut,79,7.4," Role-Playing Action RPG ",T,NeocoreGames
The Incredible Adventures of Van Helsing II,77,7.6," Role-Playing Action RPG ",T,NeocoreGames
The Incredible Hulk Ultimate Destruction,84,8," Action Adventure Sci-Fi ",T,VU Games
The Inner World,77,1.3," Adventure General Point-and-Click ",T,Headup Games
The Journey Down Chapter Two,78,7.1," Adventure General ",NOT PROVIDED,SkyGoblin
The Keep,77,7.9," Role-Playing First-Person Western-Style ",T,Cinemax
The King of Fighters 0203,76,0," Miscellaneous Compilation ",T,SNK
The King of Fighters EX2 Howling Blood,80,8.5," Action Fighting 2D ",T,Atlus Co.
The King of Fighters XI,75,8.5," Action Fighting 2D ",T,SNK Playmore
The King of Fighters XIII,77,8.1," Action Fighting 2D 2D Fighting ",T,Atlus
The King of Fighters XIV,79,8.4," Action Fighting 2D ",T,Atlus Co. SNK Playmore Deep Silver Atlus
The Last Blade 2 Heart of the Samurai,77,7.7," Action Fighting 2D ",T,Agetec Inc.
The Last Door,79,7.7," Adventure General ",NOT PROVIDED,Phoenix Online Publishing
The Last Door Season 2,85,7.1," Adventure Point-and-Click ",NOT PROVIDED,Phoenix Online Publishing
The Last Express,82,8.8," Adventure General General ",T,Broderbund
The Last Guardian,82,8," Fantasy Fantasy Action Adventure Linear ",T,SCEA Sony Interactive Entertainment
The Last Guy,77,6.9," Action Adventure Sci-Fi Sci-Fi General ",E10+,SCEA
The Last of Us,95,9.2," Action Adventure Modern Adventure General General Modern ",M,SCEA
The Last of Us Left Behind,88,8.4," Action Adventure General Modern ",M,SCEA
The Last of Us Remastered,95,9.1," Action Adventure General Modern ",M,SCEA
The Last Story,80,8.4," Role-Playing Action RPG General Action RPG ",T,XSEED Games
The Legend of Dragoon,74,8.5," Role-Playing Console-style RPG ",T,SCEA
The Legend of Heroes Trails in the Sky,79,8.4," Role-Playing General Console-style RPG Console-style RPG Japanese-Style ",T,XSEED Games
The Legend of Heroes Trails in the Sky SC,80,8.4," Console-style RPG Role-Playing Japanese-Style ",RP,XSEED Games
The Legend of Heroes Trails in the Sky the 3rd,83,7.7," Role-Playing Japanese-Style ",NOT PROVIDED,XSEED Games
The Legend of Heroes Trails of Cold Steel,77,7.7," Role-Playing Japanese-Style ",T,XSEED Games
The Legend of Heroes Trails of Cold Steel II,80,7.6," Role-Playing Japanese-Style ",T,XSEED Games
The Legend of Zelda A Link Between Worlds,91,8.9," Action RPG Role-Playing Action Adventure General Action RPG ",E,Nintendo
The Legend of Zelda A Link to the Past,95,9," Action Adventure Fantasy ",E,Nintendo
The Legend of Zelda Breath of the Wild,97,8.4," Action Adventure Open-World ",E10+,Nintendo
The Legend of Zelda Breath of the Wild  The Master Trials,78,7.3," Action Adventure Open-World ",E10+,Nintendo
The Legend of Zelda Collectors Edition,95,9," Action Adventure Fantasy ",E,Nintendo
The Legend of Zelda Four Swords Adventures,86,7.3," Action Adventure Fantasy ",E,Nintendo
The Legend of Zelda Four Swords Anniversary Edition,85,7.4," Action Adventure Fantasy General Fantasy ",E10+,Nintendo
The Legend of Zelda Majoras Mask,95,9.2," Action Adventure Fantasy ",E,Nintendo
The Legend of Zelda Majoras Mask 3D,89,9.1," Fantasy Action Adventure ",E10+,Nintendo
The Legend of Zelda Ocarina of Time,99,9.2," Action Adventure Fantasy ",E,Nintendo
The Legend of Zelda Ocarina of Time  Master Quest,91,8.9," Action Adventure Fantasy ",E,Nintendo
The Legend of Zelda Ocarina of Time 3D,94,8.9," Miscellaneous Action Adventure Fantasy Fantasy Compilation ",E10+,Nintendo
The Legend of Zelda Phantom Hourglass,90,8," Action Adventure Fantasy Fantasy ",E,Nintendo
The Legend of Zelda Skyward Sword,93,8.1," Action Adventure Fantasy General Fantasy ",E10+,Nintendo
